essay,comp1,CASING,CLICHES,COMPOUNDING,CONFUSED_WORDS,CONTRACTIONS,FORMAL_SPEECH,GRAMMAR,MISC,MISSPELLING,PUNCTUATION,REDACTION_TIPS,REDUNDANCY,REPETITIONS,STYLE,SYNTAX,TYPOS,#correções tool_language,palavras_por_texto,paragrafos_por_texto,palavras_no_paragrafo_1,palavras_no_ultimo_paragrafo,palavras_nos_intermediarios,palavras_unicas,quantidade_de_sentencas_longas,quantidade_de_paragrafos_com_sentenca_unica,comma_mistakes
1716,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,6.0,197,4,38,51,108,76,0,0,1
1717,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,9.0,260,5,45,42,173,114,0,5,1
1718,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,11.0,201,3,49,62,90,101,0,1,0
1719,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,180,4,48,0,132,100,0,2,1
1720,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,9.0,236,8,25,31,180,100,0,5,2
1721,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,218,3,50,131,37,77,1,2,2
1722,0.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,232,3,48,50,134,100,0,2,1
1723,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,169,1,0,169,0,89,0,0,0
1724,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,217,5,44,31,142,111,0,0,3
1725,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,156,4,24,51,81,96,0,0,1
1726,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,9.0,195,4,49,44,102,100,0,0,1
1727,1.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,5.0,0.0,4.0,25.0,258,4,92,0,166,134,0,0,2
1728,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,7.0,189,4,41,31,117,79,0,1,1
1729,1.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,9.0,191,4,37,36,118,84,0,0,1
1730,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,140,3,80,39,21,64,0,1,2
1731,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,210,5,23,34,153,89,0,3,3
1732,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,157,3,35,81,41,92,0,0,0
1733,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,182,4,23,41,118,83,0,1,2
1734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,181,3,78,42,61,100,0,1,2
1735,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,287,6,35,74,178,121,0,4,1
1736,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,174,5,30,49,95,91,0,2,4
1737,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,168,4,53,38,77,96,0,3,3
1738,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,204,4,40,63,101,93,0,0,2
1739,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,289,5,36,56,197,138,0,0,3
1740,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,132,4,33,46,53,68,0,2,0
1741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,193,5,59,32,102,104,0,3,0
1742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,135,4,30,42,63,49,0,2,1
1743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,145,4,35,20,90,62,0,1,0
1744,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,248,6,44,64,140,123,0,3,0
1745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,251,4,31,45,175,113,0,1,1
1746,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,10.0,15.0,236,4,69,74,93,114,0,1,1
1747,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,230,5,42,27,161,139,0,2,4
1748,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,322,6,106,39,177,144,0,3,1
1749,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,207,4,43,40,124,90,0,1,1
1750,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,237,4,43,59,135,108,0,0,2
1751,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,216,4,51,36,129,127,0,1,3
1752,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,242,4,37,49,156,132,0,0,0
1753,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,80,1,0,80,0,50,0,0,0
1754,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,179,4,0,59,120,99,0,1,1
1755,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,164,6,18,18,128,85,0,3,2
1756,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,164,4,37,40,87,75,0,1,3
1757,0.5,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,11.0,265,5,62,53,150,109,0,0,3
1758,0.5,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,13.0,216,8,21,11,184,102,0,6,0
1759,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,6.0,176,4,35,25,116,96,0,0,4
1760,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,240,5,20,60,160,114,0,3,1
1761,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,289,5,39,53,197,109,0,2,1
1762,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,6.0,211,4,19,44,148,90,0,2,3
1763,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,95,3,34,41,20,55,0,1,1
1764,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,230,4,51,48,131,103,0,0,1
1765,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,181,4,43,49,89,53,0,3,2
1766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,190,5,31,63,96,86,0,2,1
1767,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,14.0,190,6,48,35,107,92,0,5,0
1768,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,5.0,148,7,5,17,126,74,0,4,4
1769,1.5,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,291,5,68,46,177,140,0,1,1
1770,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,313,6,106,24,183,128,0,1,1
1771,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,7,14,39,174,114,0,6,2
1772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,245,3,74,77,94,109,0,0,1
1773,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,5.0,155,4,23,34,98,69,0,3,1
1774,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186,4,35,20,131,103,0,1,3
1775,1.5,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,9.0,321,4,81,83,157,123,1,2,3
1776,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,236,5,48,33,155,129,0,0,1
1777,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,242,6,57,48,137,94,0,3,0
1778,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,134,6,9,18,107,81,0,4,2
1779,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,6.0,178,4,31,50,97,95,0,0,1
1780,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,166,3,53,39,74,98,0,0,2
1781,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,290,5,41,40,209,140,0,2,2
1782,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,94,1,0,94,0,53,1,1,0
1783,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,120,4,31,48,41,81,0,3,0
1784,1.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,7.0,202,4,57,52,93,93,0,2,1
1785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,139,4,42,20,77,107,0,2,1
1786,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,242,5,73,53,116,120,0,2,1
1787,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,138,4,23,24,91,84,0,3,0
1788,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,220,5,42,41,137,121,0,1,2
1789,0.5,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,249,4,47,82,120,117,0,2,2
1790,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,7.0,200,5,39,34,127,102,0,1,0
1791,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,7.0,267,3,79,59,129,106,2,2,3
1792,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,4.0,284,6,48,35,201,95,1,3,1
1793,0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,234,6,21,21,192,109,0,3,3
1794,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,2.0,16.0,306,4,57,78,171,106,2,3,1
1795,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,208,4,87,33,88,102,1,2,1
1796,1.5,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,231,4,34,51,146,113,0,3,1
1797,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,7.0,271,6,37,80,154,104,0,4,0
1798,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,193,4,40,32,121,88,0,1,0
1799,1.5,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,206,4,49,41,116,113,0,3,2
1800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,4.0,9.0,322,5,32,59,231,115,0,1,2
1801,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,13.0,22.0,349,5,66,70,213,167,0,0,5
1802,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,171,4,35,40,96,89,0,1,1
1803,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,229,5,36,64,129,119,0,5,1
1804,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,9.0,200,4,0,76,124,109,1,3,0
1805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,120,3,26,31,63,67,0,0,2
1806,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,287,4,65,55,167,144,1,1,1
1807,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,248,4,64,79,105,92,0,0,3
1808,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,181,3,57,64,60,89,0,1,2
1809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0,286,5,42,61,183,128,0,0,1
1810,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,243,5,100,38,105,129,0,1,0
1811,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,228,5,52,23,153,111,0,0,0
1812,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,268,5,35,70,163,108,0,2,0
1813,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,17.0,30.0,581,5,90,117,374,195,0,0,7
1814,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,272,4,65,66,141,133,0,0,2
1815,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,9.0,174,5,34,36,104,96,0,1,1
1816,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,195,6,58,15,122,93,0,5,0
1817,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,12.0,299,5,79,86,134,140,0,0,3
1818,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,7.0,331,8,42,63,226,134,0,4,2
1819,1.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,15.0,426,5,60,59,307,138,0,1,3
1820,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,165,4,37,62,66,94,0,4,2
1821,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,218,5,39,40,139,125,0,2,0
1822,0.5,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,14.0,380,4,50,67,263,163,0,0,3
1823,0.5,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,4.0,18.0,258,4,46,29,183,106,1,3,1
1824,1.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0,371,4,71,89,211,159,0,0,0
1825,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,265,5,55,44,166,127,0,3,1
1826,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,257,4,55,65,137,167,0,0,2
1827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,178,5,17,20,141,113,0,2,4
1828,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,9.0,322,4,87,63,172,127,1,1,0
1829,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,309,6,56,72,181,172,0,1,3
1830,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,303,5,52,85,166,122,0,1,1
1831,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,230,5,22,52,156,98,0,1,2
1832,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,269,6,38,57,174,135,0,3,2
1833,1.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,184,5,39,25,120,92,0,2,2
1834,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,6.0,266,4,34,37,195,118,0,0,1
1835,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,9.0,196,1,0,196,0,62,1,0,1
1836,1.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,0.0,1.0,11.0,285,6,0,66,219,113,1,4,0
1837,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,249,12,28,9,212,119,0,7,2
1838,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,8.0,290,5,22,53,215,103,0,2,2
1839,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,148,4,41,22,85,71,0,3,0
1840,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,10.0,353,5,52,81,220,149,0,2,4
1841,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,6.0,308,4,77,84,147,162,0,0,2
1842,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,267,5,64,90,113,109,0,2,0
1843,0.5,6.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.0,296,1,0,296,0,91,0,0,0
1844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,280,5,37,67,176,127,0,3,1
1845,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,9.0,523,7,51,66,406,212,0,0,5
1846,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,502,5,53,74,375,214,0,0,2
1847,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0,206,4,32,31,143,127,0,2,1
1848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,245,5,69,50,126,136,0,1,3
1849,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,209,4,48,38,123,119,0,1,3
1850,2.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,11.0,462,6,61,63,338,201,0,0,7
1851,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,8.0,302,9,26,32,244,163,0,4,3
1852,0.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,5.0,15.0,423,1,0,423,0,132,0,0,2
1853,1.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,274,4,89,51,134,119,0,1,3
1854,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,17.0,169,4,43,27,99,79,0,2,1
1855,1.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,222,4,46,37,139,117,0,0,0
1856,1.5,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,8.0,274,5,73,48,153,124,0,0,4
1857,1.5,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,17.0,312,5,51,44,217,147,0,0,3
1858,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,6.0,21.0,425,6,107,10,308,189,0,1,2
1859,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,175,5,18,32,125,90,0,4,0
1860,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,14.0,219,6,83,9,127,88,0,4,5
1861,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,342,7,29,41,272,141,0,6,0
1862,1.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,239,4,47,67,125,121,0,0,2
