,essay,error,message,frase
19570,1901,0,,Ainda temos ideologias tão primitivas e retrogadas que nos espantam.
19571,1901,1,Missing comma between the 'aposto'; ,O ciúme exarcebado e o instito de possessão são algumas das características do amor passional - uma doença.
19572,1901,0,,Psicólogos e psicanalistas associam esse amor à solidão.
19573,1901,0,,Esse é o amor que mata em nome do amor.
19574,1901,0,,Uma assombrosa contradição.
19575,1901,0,,"Casos como o da menina Eloá, assassinada em Santo André-SP, são mais comuns do que se pensam."
19576,1901,0,,"Muitas pessoas são vítimas de perseguições e ameaças, acuadas, poucas denunciam o delito."
19577,1901,1,Missing comma between the 'aposto'; ,"Existem, no Brasil, casas de tratamento para os neuróticos emocionais, pessoas que deixam de viver suas próprias vidas a mercê de um sentimento destrutivo."
19578,1901,0,,"Em reuniões eles discutem maneiras para controlar o sentimento mais nobre de um ser racional, formas para estabelecer coesão entre a verdade e o abstrato."
19579,1901,0,,Dialogam sobre experiências vividas e buscam soluções para seus problemas.
19580,1901,0,,É desolador imaginar que muitas pessoas matam porque amam e acham isso correto.
19581,1901,0,,Mais ainda é saber que a sociedade tende a agir como um serial killer na hora de julgar tais assassinos.
19582,1901,0,,Problemas de ordem psicológica levam pessoas pacatas a cometerem crimes assustadores.
19583,1901,0,,Mas o certo não é dizer que quem ama mata.
19584,1901,0,,"Quem é doente, sim, mata."
19585,1901,0,,"O mundo, com toda sua turbulência, criou verdadeiras máquinas de tirar vidas."
19586,1901,0,,O ser humano é o amor que muitas vezes age pelo ódio.
19587,1902,0,,"Atualmente muitos jovens estão cometendo loucuras por motivos de ciúmes, achando que iram resolver seus motivos com violência, com algo que já mais pode ser voltado atrás, como um assassinato que acaba prejudicando a vida de várias pessoas entre elas os familiares."
19588,1902,0,,O ciúme é um dos principais motivos que levam um jovem a cometerem crimes drásticos.
19589,1902,0,,Todos são reesponsáveis pelos seus atos e teram de assumir com as consequências que iram vir futuramente.
19590,1902,0,,"Jovens que passam por essas situações precisam se cuidar cedo, pois se logo procurarem ajudas por exemplo: psicólogos e terapias eles podem até mesmo mudar de visão sobre o que realmente é amar."
19591,1903,0,,"O número de pessoas que praticam crimes contra o companheiro(a) está aumentando e os criminosos alegam vários motivos para justificar o crime, dentre eles inconformismo com o fim do relacionamento, ciúme excessivo e outros."
19592,1903,0,,"Ainda são capazes de afirmar que foram movidos por amor, mas qual será o verdadeiro sentimento causador dessas tragédias?"
19593,1903,0,,Muitas pessoas encaram um compromisso amoroso como uma espécie de relação de posse.
19594,1903,0,,"E durante todo o relacionamento apresentam um comportameto estranho, agressivo, possessivo."
19595,1903,0,,"E Quanto mais tempo se passa ao lado da pessoa, mais ela se sente dona da outra, logo isso não é amor e sim obssessão."
19596,1903,0,,"Em certos casos, a vítima, geralmente movida por piedade, é quem deixa a situação se agravar, tolerando agressões físicas , verbais e todo tipo de constrangimento."
19597,1903,0,,"Quem ama não mata, pois amar é querer o bem de alguém sem desejar nada em troca, quem comete esse crime possui uma esrutura psicológica abalada, e direciona sua insegurança para alguém, que quando não quer mais agüentar comportamentos estranhos se afasta ,fazendo com que ele se sinta abandonado."
19598,1903,0,,Esse tipo de crime é cometido por inseguros e não por apaixonados.
19599,1903,0,,Nada mais é do que uma vingança por ter sido rejeitado.
19600,1903,0,,Para alguns é difícil um dia ter a sua propriedade ali ao alcance e controlada e no outro perder toda essa sensação de dominação e não estar mais no controle da situação.
19601,1903,0,,Matar é uma saída covarde para sentir-se poderoso de novo.
19602,1904,0,,"Segundo o dicionário, o verbo amar significa afeição profunda, zelo e cuidado!"
19603,1904,0,,"Mas na prática, percebe-se a crítica da população a tal sentimento, que por ter aspectos ingênuos, pode enganar muitas pessoas."
19604,1904,1,Comma separating Subject from predicate; ,"Para alguns, o amor jovem é apenas estar junto, fazer companhia!"
19605,1904,0,,"Mas para quem acha que todo esse turbilhão de hormônios só ocorre em jovens, está enganado!"
19606,1904,1,Comma separating Subject from predicate; ,"Amar é para todas as idades, o que diferencia é a forma de como o amor é mantido!"
19607,1904,0,,"Muitos transformam esse amor em uma necessidade, criando uma obsessão para esse sentimento."
19608,1904,0,,O amor nos dias atuais é banalizado!
19609,1904,0,,"O afeto e o sentimento verdadeiro foram tomados por ondas de puro vandalismo, tendo como exemplo o caso da jovem Eloá Pimentel!"
19610,1904,0,,"Esse crime chocou todo o Brasil, que conheceu Lindemberg Alves, autor do crime, que foi até acusando de louco e até mesmo desprovido de amor próprio!"
19611,1904,0,,"Quando falamos de um grande amor, pensamos nas marcas que ele deixa em nossas vidas!"
19612,1904,0,,"São fotografias, cartas, marcas no coração, na mente, e há ainda as tristes marcas deixadas na busca pelo tão sonhado 'pra sempre', fazendo loucuras para mostrar o que se sente!"
19613,1904,0,,Essas loucuras podem mudar completamente a vida de uma pessoa!
19614,1904,0,,"Quem ama não tem medo de arriscar, tem medo de perder!"
19615,1904,0,,E quando se perdem essas pessoas se transformam!
19616,1904,0,,"Pessoas comuns, aparentemente comuns, mas que quardam no peito um sentimento diferente, como o ciúme, a raiva e o rancor!"
19617,1904,0,,"Mas em meio a tudo isso, que o amor prevaleça e que essa verdadeira onda de distúrbios amorosos sejam finalizados, porém eternizada na memória das pessoas, para um dia entenderem o que é o amor e o que ele faz na sua vida!"
19618,1904,0,,Tudo depende de você.
19619,1905,1,Missing comma between the 'aposto'; ,"Penso que quem ama sempre quer bem a outra pessoa, jamais quer ve-la mal, o que acontece com casais que entram neste dilema de violência é porque o agressor, geralmente o homem é porque, ele se sente ultrajado em seus brios, com seu orgulho ferido e seu ego diminuido, acaba por recorrer a uma tentativa frustrada de tentar resolver a questão na base da bala, como nos casos que se vê na tv."
19620,1905,0,,A pessoa que diz matar por amor realmente ama?
19621,1905,0,,"Acho que não pois o amor é livre, quem ama de verdade não mata e nem se revolta com a pessoa que esta ao seu lado, mesmo que esta não queira mais viver ao lado da mesma."
19622,1905,0,,"Se uma pessoa não quer ficar com outra, que não fique, ninguém é obrigado a viver casado ou junto com outra, se assim fosse não existiria divórcio, separação, então eu diria que quem mata é um egoísta por natureza ou tem problemas de ordem psicologicas."
19623,1905,0,,"As pessoas que recorrem a este tipo de violência precisam mais de tratamento do que simplesmente cadeia, e quem sabe não se transforma em uma pessoa melhor, já vivemos em um mundo em que não se pode nem sair de dentro de casa com medo de levar tiro, bala perdida, etc."
19624,1905,0,,.
19625,1905,0,,.
19626,1905,1,Comma separating Subject from predicate; ,", e ainda ter de ter medo do próprio marido ou esposa, ai fica complicado viver, teríamos de viver dormindo com os olhos bem abertos pra não acordar com um revolver na testa, tenho certeza de que quem ama não mata, só mata aquele que tem na pessoa um objeto de desejo, quer só para si e não aceita um não como resposta."
19627,1905,0,,"Por isso digo que quem faz isso mente pra si mesmo dizendo que matou por amor, quando na verdade matou por ser egoista e não aceitar que a pessoa não o quer mais, e uma pessoa assim acaba na cadeia por alguns anos, sai por bom comportamento, encontra outra pessoa se casa e e fica tudo certo pra ele."
19628,1905,0,,E a familia que ele destruiu jamais conseguíra ser feliz como era antes por culpa de um desiquilibrado que dizia amar.
19629,1905,0,,"O amor é construtivo e não destrutivo, se todas as pessoas amassem mais umas as outras tenho certeza que a violência em geral acabaria mas isso é utopia."
19630,1905,0,,"Pensemos que o mundo pode se tornar muito melhor com amor e sem violência, e sem necessidade de querer ver a outra pessoa morta que não nos quer mais, se ela não quer tem que queira, o mundo é grande."
19631,1906,0,,"O que leva uma pessoa que se diz amar seu parceiro praticar um assassinato em nome desse suposto amor, por que tantos crimes passionais estão acontecendo nos últimos tempos, será uma estrutura familiar inadequada ou uma mentalidade doentia?"
19632,1906,0,,"Muitas pessoas acham que pelo fato de amar podem ter seu domínio para sempre, só que não é bem assim que acontece, pois um dia este amor pode acabar, ainda mais quando estes amores são de pessoas jovens que ainda não estão bem estruturadas emocionalmente, desta maneira temos que saber superar estes acontecimentos, mas ultimamente não é bem isso que estamos vendo nos noticiários, pois houve um grande aumento nos crimes passionais nos últimos tempos, como foi o caso do jovem Lindemberg Alves que seqüestrou e assassinou sua ex-namorada de apenas 15 anos."
19633,1906,0,,"Crimes assim são cometidos por pessoas de todas as classes sociais, portanto não podemos dizer que a má formação acadêmica influencia nessas praticas, no entanto na maioria das vezes o criminoso demonstra tendência de baixa auto estima fazendo com que sua personalidade mude com qualquer comentaria que não os agrade."
19634,1906,0,,"A família tem um papel importantíssimo na melhora destes casos, pois deveriam dar mais atenção a seus filhos na infância, educando melhor em seus comportamentos para que com isso tenham uma base desde criança para saberem lidar melhor com desilusões amorosas que venham acontecer futuramente."
19635,1907,0,,Vivemos em uma sociedade em que podemos considerar a educação um dos motivos mais importantes para o desenvolvimento de uma nação.
19636,1907,0,,Através desta educação que podemos ter uma melhor qualidade de vida.
19637,1907,1,Comma separating Subject from predicate; ,"Mas a nossa educação hoje, fornecida pelo nosso governo é de qualidade?"
19638,1907,1,Comma separating Subject from predicate; ,"Os docentes de hoje, são bem remunerados?"
19639,1907,1,Comma separating Subject from predicate; ,"E os pais, participam ativamente na vida escola de seu filho?"
19640,1907,0,,Hoje uma educação de qualidade pode ser considerada como um dos principais pontos para um governo se evoluir.
19641,1907,0,,Fato este considerado distinto da realidade do nosso Brasil.
19642,1907,1,Missing comma between the 'aposto'; ,"Algumas propostas apresentadas pelos governos como o CAE (Construindo Autonomia Escolar) ou talvez o PDDE (Programa Dinheiro Direto na Escola) podem ser consideradas como incentivo para a educação, mas não adequadas, pois hoje, docentes reclamam e muito dos salários fornecidos pelo governo."
19643,1907,0,,"Uma proposta que os pais de alunos estão adotando e em algumas cidades já existem, em regiões mais carentes são escolas de tempo integral."
19644,1907,1,Comma separating Subject from predicate; ,"Enquanto os pais trabalham, seu filho fica na escola durante o período integral."
19645,1907,1,Missing comma between the 'aposto'; ,"A criança estuda em um período e no outro ela participa de recreações, cursos de informática, etc."
19646,1907,0,,"Uma opção viável para os pais, que não necessita se preocupar com os filhos durante o horário de serviço, e ruim para as escolas, pois com a ETI a relação pai/filho estaria em certa forma negativa."
19647,1907,0,,"A educação no Brasil tem solução, desde que seja realizado um trabalho de comprometimento de todos os envolvidos na educação."
19648,1907,0,,"Existem inúmeras fórmulas de realizarmos uma mudança no sistema de ensino brasileiro, mas somente funcionará, se olharmos para educação como um processo contínuo e duradouro."
19649,1907,0,,"Desta forma será criado um ambiente favorável para que os nossos jovens possam estudar sem preocupação com a violência, com filho que nasceu sem planejamento familiar e com os pais que estão desempregados."
19650,1908,0,,Ensinar é uma arte que forma o caráter de um povo e determina seu nível de desenvolvimento.
19651,1908,1,Comma separating Subject from predicate; ,"Muito se debate sobre a qualidade da educação neste país, as escolas estão abarrotadas de crianças, mas a questão é: elas estão aprendendo ou simplesmente indo para a escola?"
19652,1908,0,,Há leis que garantem a educação para o menor.
19653,1908,0,,"Com isso, houve um grande aumento de crianças que deixaram de ajudar seus pais na renda familiar e ingressaram na vida escolar, isso foi um grande progresso, deixamos de ser um país caracterizado pelo analfabetismo."
19654,1908,0,,"Além disso, aumentou também o acesso das pessoas mais carentes à universidade, através do sistema de cotas, promovendo assim uma elevação do nível sócio-cultural."
19655,1908,0,,"O Brasil está na direção certa, a caminho do desenvolvimento, todavia, tem-se que garantir que isso seja feito com qualidade."
19656,1908,0,,"A escolaridade aumentou, e a que custo?"
19657,1908,1,Comma separating Subject from predicate; ,"A maioria das escolas estão em situação precária, não disponibiliza nem um local adequado para as aulas."
19658,1908,0,,"Os professores, muitas vezes, são despreparados ou não tem material didático para ensinar."
19659,1908,0,,"Outro problema é que a educação data do século XIX, não há estímulo a criatividade, esportes, aptidões naturais das crianças, forma-se ""robôs"", sem espírito crítico."
19660,1908,0,,E as coisas se complicam quando se vê que uma grande parcela destes educandos saem do primário sem saber ao menos ler.
19661,1908,0,,"Nunca a quantidade significou qualidade, precisa-se é ficar atento ao nível de aprendizado e desenvolvimentos destas crianças."
19662,1908,0,,"Com tudo isso, observa-se que o ensino no Brasil tem que melhorar e passar por profundas mudanças não só na escola como também em casa."
19663,1908,0,,"Para que esse adultos do futuro faça deste Estado um lugar mais igualitário, mais democrático, mais culto."
19664,1909,0,,O ensino no Brasil é na sua maioria uma merda não fecal.
19665,1909,0,,O cidadão no seu exercício de cidadania continua como sempre a não fazer nada pelo seu país.
19666,1909,0,,"A educação é em suma sabedoria: um fracasso quase total, é mendiga, miserável e injusta, todavia os alunos pobres agradecem."
19667,1909,0,,A nação brasileira necessita de uma nova visão do mundo para passar à enxergar o que está por trás de sua própria realidade.
19668,1909,0,,"Se contentam escola limpa, arroz e batatas nas escolas em que seus filhos estudam."
19669,1909,0,,"Não percebem os pais que a função de um estabelecimento de ensino é ajudar os jovens à florescer o crescimento pessoal, conhecimento, experiência e uma melhor compreensão do mundo, como do seu próprio quotidiano."
19670,1909,0,,"Disse Victor Hugo ""Aquele que abre uma porta de escola, fecha uma prisão."" Contudo as escolas publicas na quase sua totalidade condenam o discente a um futura precário, dificuldades e problemas sociais, porém as particulares levam os alunos às melhores universidades do país."
19671,1909,0,,"Os políticos queimam o pé do brasileiro todos os dias com esses miseráveis investimento no sistema educacional, e o que diz em geral um habitante do verde e amarelo?"
19672,1909,0,,"""Ai!"" Cadê a ação, aonde está a luta, deve haver guerra para que haja paz na vida de sua prole."
19673,1909,0,,"O cidadão não é uma planta, é um ser humano com direitos civis e políticos."
19674,1909,0,,"O cérebro dos jovens estão carentes de alimentação, porém estes mesmos não sentem fome."
19675,1909,0,,"Ficam ligados em bobagens tais como televisão e computador, não que estes meios não possam ser uma fonte de conhecimento e aprendizagem, não obstante a verdade é que esses objetos são muito mais utilizados com meios de manipulação e alienação dos seus espectadores."
19676,1909,0,,"O docente sem energia diante das dificuldades, além de ser mau remunerado, acaba sendo levado com o vento, ou seja, fica apenas sentado na cadeira."
19677,1909,0,,Há ainda profissionais que não gostam de lecionar e apenas conduzem o sistema errôneo.
19678,1909,1,Missing comma between the 'aposto'; ,"Logo o brasileiro limpa as sua ""bunda"" com o papel higiênico, apesar disso a sujeira é recolhida pelos astutos administradores do país e despejados na sua própria casa, terra e natureza sem a mínimo respeito, ninguém reclama da fragrância."
19679,1909,0,,E o que faz este ser dotado de uma inteligência absurda?
19680,1909,0,,"No outro dia repete o mesmo processo, até chegar a morte, no entanto deixando em vida, fungos e bactérias decomporem os sonhos, desejos, prazeres, saúde mental e futuro de seus próprios descendentes, estes apenas riem do espetáculo."
19681,1910,0,,"As péssimas posições dos estudantes brasileiros em avaliações básicas feitas por pesquisas internacionais servem para deixar mais evidente a discrepância de um país contraditório, no qual apesar de seu crescimento econômico ser algo esperançoso no atual governo, a educação entretanto continua em ""segundo plano""."
19682,1910,1,Comma separating Subject from predicate; ,"Apesar da atual gestão ter facilitado o ingresso de estudantes oriundos de escolas públicas a universidades através do prouni, muitos chegam a não acompanhar o curso, já que tiveram um péssimo ensino durante toda sua vida escolar."
19683,1910,0,,Enquanto a maioria dos que tiveram melhor escolaridade conseguem ingressar nas concorridas universidades públicas.
19684,1910,0,,"Esta outra divergência escolar no Brasil nada mais é que conseqüência do grande abismo social, de ""enclaves fortificados"" entre ricos e pobres."
19685,1910,0,,"A verdade é que o Brasil tem uma sociedade praticamente estamental, na qual se tem pouquíssimas chances de mobilidade social."
19686,1910,1,Missing comma between the 'aposto'; ,"Os colégios públicos além de terem pouco investimento municipal , estadual e federal, tem o ensino arcaico, resquício ainda do ensino do período da ditadura militar no país."
19687,1910,0,,O ensino de história e sociologia por exemplo é muitas vezes deturpado.
19688,1910,1,Comma separating Subject from predicate; ,"Ou seja, o aluno pensante, cético e crítico que as escolas deveriam formar se transformam em formandos frustrados, sem conhecimento e o pior, sem perspectiva, dificultando ainda mais a busca por um bom emprego."
19689,1910,0,,Já está mais do que na hora de dar prioridade a investimentos na educação e mudar o estilo semi-feudal de ensino nas escolas públicas e em muitas particulares também.
19690,1910,0,,"Um país que não tem bons pesquisadores e intelectuais está fadado ao subdesenvolvimento, dificilmente se tornará uma grande potencia."
19691,1910,0,,"O ensino público e gratuito para todos não basta, tem de ser de qualidade também, caso contrário não há sequer razão para se ir a uma escola."
19692,1911,0,,"De acordo com pesquisas feitas sobre o nível de ensino no Brasil, o país está longe de ser um modelo em qualidade e rendimento na maioria das escolas públicas."
19693,1911,0,,"Não são raros os casos de crianças que já foram reprovadas mais de uma vez, e de adultos que não concluíram o ensino básico."
19694,1911,0,,"E mesmo com tantas notícias e relatos sobre esta triste realidade, pouco se faz para melhorar esta situação em todo o país."
19695,1911,1,Comma separating Subject from predicate; ,"Com professores cada dia mais faltosos, e alunos que pouco os respeitam, as escolas públicas atualmente mais parecem locais de encontro de jovens e crianças, que não demonstram muito interesse em aprender, e se preocupam mais em utilizar seu espaço para brincar e praticar esportes."
19696,1911,0,,"Claro que nao se pode generelizar, óbvio que há alunos interessados, mas que também sofrem por não poder contar com o professor presente em sala todos os dias da semana."
19697,1911,1,Comma separating Subject from predicate; ,"Nas escolas particulares, o que ocorre é que professores estão perdendo sua voz ativa para pais que protegem seus filhos acima de tudo, sem pensar que dessa forma, podem estar prejudicando o futuro de seus filhos por não deixara escola aplicar penalidades, e métodos que corrijam algumas atitudes de crianças mimadas."
19698,1911,0,,"Mesmo com todos estes fatores desfavoráveis, as pessoas de menos instrução, que tem seus filhos nestas escolas, não reclamam das mesmas, muitas vezes até elogiam, pois ficam satisfeitas de terem seus filhos longe das ruas, recebendo leite e merenda escolar todos os dias."
19699,1911,0,,"Nas escolas de classe média, pouco se pode fazer, pois infelizmente, há muitas pessoas que só enxergam o seu lado, sem pensar que está interfirindo o trabalho de um professor, e no futuro de muitas crianças."
19700,1911,0,,"O ensino no país é um assunto que ainda rende muita polêmica, pois não basta apenas responsabilizar o próximo, as pessoas devem se conscientizar que cada um pode fazer sua parte, mesmo que seja mínima, para tentar melhorar esta situação nos próximos anos."
19701,1912,0,,Estamos vivendo uma época em que a educação é tema constante na mídia.
19702,1912,0,,"estão compreendendo afinal, que a educação é primordial para o desenvolvimento social e o progresso de um país."
19703,1912,1,Comma separating Subject from predicate; ,"Se um país não pautar em seu planejamento a educação como prioridade no governo, com certeza seu crescimento será prejudicado."
19704,1912,0,,"Uma nação próspera, é uma nação essencialmente educada e com excelente educação."
19705,1912,0,,Nesse contexto vem à tona a situação do ensino nas escolas brasileiras: O ensino da escola particular e o ensino da escola pública.
19706,1912,0,,Infelizmente é uma faca de dois gumes.
19707,1912,1,Comma separating Subject from predicate; ,"Enquanto uma tem toda a estrutura para oferecer um ensino de qualidade, a outra busca essa estrutura para poder firmar-se como uma boa instituição."
19708,1912,1,Comma separating Subject from predicate; ,"Sabendo que no Brasil, o ensino da escola pública é predominante, vivenciamos um cotidiano de muitas dificuldades e superações."
19709,1912,0,,Dificuldades que os professores enfrentam com os baixos salários e as condições de trabalho quase sempre deixando a desejar.
19710,1912,0,,"Dificuldades que os alunos enfrentam com a carência de uma boa estrutura nas escolas e, muitas vezes, a falta do lanche e do transporte escolar."
19711,1912,0,,Superações dos professores ao dar aulas até mesmo debaixo de um pé de árvore e driblar a falta de material didático com muita criatividade e imaginação.
19712,1912,1,Comma separating Subject from predicate; ,"Superações dos alunos ao enfrentarem um banquinho de escola ao ar livre, a barriga vazia e quilômentros e mais quilômentros de caminhada até a escola."
19713,1912,0,,"Resumindo todos esses fatos, conclui-se que o ensino nas escolas do Brasil precisa melhorar para poder alcançar a tão almejada eficiência e qualidade."
19714,1912,0,,"Mas, essa melhoria não está restrita apenas às condições materiais e estruturais das escolas."
19715,1912,0,,"Precisa-se investir, e muito, em cursos de qualificação e em uma melhoria salarial para todos os professores."
19716,1912,0,,"Além disso, a situação social dos alunos necessita também de ser analisada."
19717,1912,0,,"Não adianta uma escola aparelhada e com ótima estrutura, professores qualificados e bem remunerados, e alunos com dificuldades para adentrar nesse estabelecimento."
19718,1912,0,,"O mundo fora da escola influi bastante no desenvolvimento dos alunos, mesmo que o ensino seja de qualidade."
19719,1912,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"Finalizando todas essas questões dícieis, penso que apesar de todos os problemas que existem no ensino das escolas no Brasil; como ensino carente e ainda deficitário em relação ao ensino das escolas ditas do ""Primeiro Mundo"", tem que se ressaltar a consciência que vivemos nesse instante."
19720,1912,0,,Estamos mais preocupadaos com a educação.
19721,1912,0,,Tanto sociedade como governo.
19722,1912,0,,Isso é o difencial que faz com que as dificuldades do momento se transformem em expectativas para o futuro.
19723,1912,0,,"Acredito que buscando a superação desses probemas, no futuro os erros de hoje não existirão no presente."
19724,1912,0,,"E, com certeza, poderemos falar que o ensino das escolas no Brasil, tanto particular como pública, ""Vai bem, obrigada!""."
19725,1913,0,,"A Educação é das mais agitadas discussões contemporâneas, em seus mais variados temas, nos quais rodeia toda a sociedade."
19726,1913,0,,Difícil ver um discurso político que não fale que a educação consiste em um dos principais motivos pelo atraso de um país e sem dúvida este é o maior desafio do Brasil.
19727,1913,0,,"Pesquisa na área de educação aponta que um terço dos brasileiros freqüenta diariamente a escola, entre professores e alunos, porem não adianta super lotar as salas, sem ter a garantia do aprendizado,o que tem gerado violência nas escolas."
19728,1913,0,,"este ano o Brasil recebeu inúmeros casos de pessoas vitimadas dentro das escolas, o q nos permite analisar a sociedade, primando por fatores históricos, econômicos e culturais na tentativa de compreender tais casos onde a raiz de todos os conflitos,disparates, agressões, estão sim no modo de fazer educação na nossa sociedade e nos colégios."
19729,1913,0,,"Por tudo esta cada vez mais difícil educar no Brasil, e cada um atribui a culpa a um determinado problema, professores reclamam que recebem poucos recursos e baixos salários, mas afirmam estarem aptos a ensinar, estudantes e pais falam bem ou mal do ensino com poucas bases e certezas, a maioria ainda aprovam as instituições, os governantes que apresentam varias propostas para capacitar os alunos, mas a verdade é que nenhuma medida foi efetivada com êxito total."
19730,1913,0,,"É preciso que estejamos repensando, o que queremos da educação e a daí colaborar para que seja uma realidade em nosso país, quem sabe ate seguindo o exemplo das instituições de ensino de países desenvolvidos."
19731,1913,0,,"A educação é responsabilidade social, governamental e fundamentalmente familiar, somos responsáveis por incentivar a criança a estudar e oferecer recursos para que isso aconteça com tranqüilidade."
19732,1914,0,,"O Brasil é um país de muitos contrastes, isso é irrefutável."
19733,1914,0,,"Na fauna, na geografia, na sociedade?"
19734,1914,0,,Mas também na educação.
19735,1914,1,Missing comma between the 'aposto'; ,"Muitos dos profissionais brasileiros mundo afora são preparadíssimos, muito inteligentes e competentes."
19736,1914,0,,"O estranho é que esse quadro não se repete aqui, no berço deles."
19737,1914,0,,"Não deveria ser assim, pois afinal,se existem profissionais competentes, os alunos deveriam o ser também."
19738,1914,0,,"Porém, isso não ocorre."
19739,1914,0,,Nessas horas é inevitável a pergunta: de quem é a culpa?
19740,1914,1,Comma separating Subject from predicate; ,"Bom, todos têm responsabilidade nesse quadro trágico que os rankings mundiais de educação apresentam."
19741,1914,0,,"Os professores, que, por falta de um salário decente nas escolas públicas, ficam desestimulados a ensinar corretamente, o Governo, que não investe suficientemente em escolas e educação de qualidade."
19742,1914,0,,"Os pais, que às vezes nem sequer querem saber como foi o dia do seu filho na escola, e, finalmente, dos alunos, que não se esforçam e não pensam no futuro, e quando vivem em áreas carentes, pior ainda, podem ir para o mundo do tráfico ou para o mercado de trabalho cedo demais."
19743,1914,1,Comma separating Subject from predicate; ,"Sim, esse é o Brasil, esse é o mesmo país do início da redação, o mesmo que tem profissionais competentes e preparados."
19744,1914,0,,"Essa situação está se agravando, pois todos elementos que fazem parte do quadro são culpados pela ineficácia do sistema, fechando um círculo vicioso."
19745,1914,0,,"Talvez, a única solução para isso seja aquela bem ""clichê"", que todos conhecem mas ninguém se move para mudar: estimular uma ação conjunta de todos os que fazem parte disso, para mudar mesmo."
19746,1914,0,,"Afinal, a educação é direta ou indiretamente a solução da maioria dos problemas no Brasil, fazer isso seria matar muitos coelhos numa cajadada só."
19747,1914,0,,"Infelizmente, não é tão fácil quanto falar, já que é necessário que um movimento desses fosse unânime para todos."
19748,1915,0,,"Falar sobre o ensino das escolas no Brasil não é difícil, principalmente das públicas, pois todos sabemos que deixa muito a desejar."
19749,1915,0,,"Mas também tem um detalhe muito importante, é que cabe a cada um fazer sua diferênça, pois se os alunos detêrem-se apenas a sala de aula fica difícil, tem de correr atráz com determinação, pois na escola é teoria, mas temos a chance de praticar todos os dias, aquilo que estamos sempre aprendendo."
19750,1915,0,,"O ensino é bom, tanto o público como o privado, porém poderia ser melhor, mais exigido, mas cobrado mas fiscalizado, e mais dinâmico."
19751,1915,0,,"Além de tudo isso, difere muito de uma região para outra até mesmo de escola pra escola na mesma cidade."
19752,1915,0,,Depende muito da administração de cada escola e do sistema de ensino de cada professor.
19753,1915,0,,É o professor que faz toda diferênça na sala de aula.
19754,1915,0,,"Se ele é dinâmico, extrovertido, criativo,e deseja realmente vê os frutos do seu trabalho, consequentemente, seus alunos seguirão seu rítimo."
19755,1915,0,,Pelo menos a maioria.
19756,1915,1,Missing comma between the 'aposto'; ,"Para insentivar os professores e administradores das escolas, deveriam ser criados centros de treinamentos, congressos, e conferências anuais, bonus de gratificação por bom desempenho, e também melhores condições de trabalho."
19757,1915,1,Comma separating Subject from predicate; ,"A educação, é uma causa que se fosse abraçada com muita garra pelos governantes."
19758,1915,0,,Daqui alguns anos esse país seria de primeiro mundo.
19759,1916,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"Políticos, educadores, professores, pesquisadores e alunos têm falado muito sobre a qualidade da aprendizagem nas escolas e faculdades do país."
19760,1916,1,Missing comma between the 'aposto'; ,"Muitos pais estão satisfeitos; os alunos falam bem ou mal de suas aulas (o que sempre aconteceu); professores reclamam dos salários, mas, em geral, se consideram aptos para ensinar; os governos anunciam incansáveis medidas para a melhoria do ensino."
19761,1916,1,Missing comma between the 'aposto'; ,"Entretanto, se há situações de excelente formação Brasil afora, o país tem ocupado posições muito baixas nos rankings mundiaise ensino e aprendizagem."
19762,1916,0,,"""De modo geral, os pais brasileiros não se envolvem como deveriam na vida escolar dos filhos. Os mais pobres dão graças aos céus pelo fato de a escola fornecer merenda, segurança e livros didáticos gratuitos. Os de classe média se animam com as quadras esportivas, a limpeza e exigências calibradas 'para não forçar o ritmo dos menos capazes'. Para 89% dos pais com filhos em escolas particulares, o dinheiro é bem gasto e tem bom retorno. No outro campo, 90% dos professores se consideram bem preparados para a tarefa de ensinar.""""O Brasil está em 52º lugar em ciências e em 53º em matemática - em uma lista de 57 países. E 60% dos estudantes chegam ao fim da 8ª série sem saber interpretar um texto ou efetuar operações matemáticas simples"""
19763,1917,0,,Hoje fui ao mercado e troquei um pouco de meu dinheiro por alimentos e alguns produtos de limpeza.
19764,1917,0,,No final do mês minha família terá que pagar a escola.
19765,1917,0,,"Lá, onde estudo, não há produtos para serem comprados, pelos menos não esses que se pode apalpar."
19766,1917,1,Missing comma between the 'aposto'; ,Freqüento todos os dias as salas de aula e trago para casa algo que dizem que vale muito.
19767,1917,0,,"Acredito, afinal minha família paga muito e, assim como no mercado, pode existir uma ralação direta do valor pago com o valor, e às vezes com a qualidade, do produto."
19768,1917,0,,Mas o que é isso que trago para casa?
19769,1917,0,,"Meu professor disse que eu levo para casa conhecimento, a escola faz com que eu saiba coisas que eu não sabia."
19770,1917,0,,O mesmo acontece quando meu avô conta uma estória - penso eu em silêncio sem falar para meu professor -.
19771,1917,0,,A diferença é que não pago meu avô para ele me contar uma estória.
19772,1917,0,,"Talvez, os conhecimentos que eu aprendo na escola sejam mais nobres do que aqueles ensinados pelo meu avô."
19773,1917,0,,"Pois eles permitem que eu escreva esse texto, por exemplo."
19774,1917,1,Comma separating Subject from predicate; ,"Então, o que me vendem é um tipo especial de conhecimento que me permite escrever, ler, fazer contas, compreender o mundo, etc."
19775,1917,0,,"Mas se eu compro é porque deve existir um dono, quem será?"
