essay|error|message|frase
1781|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.|A integração entre as pessoas é muito importante, é o que nos leva a evoluir
1782|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Com a criaação desta nova Lei muitas pessoas foram pegas de surpresa, pois  ao contrário de antes ser somente dentro dos Shopings agora é  em geral, pudera pois a maioria da população fuma fazendo com que outros fumem passivamente dentro de lugares antes livres agora , nós que não fumamos poderemos todos frequentar barzinhos ou danceterias sem ter que dividir o cigarro com quem fuma ou ficar com o cabelo e roupas com esse cheiro insuportável e beneficamente estaremos fazendo bem a nós mesmos pois teremos o livre arbítrio de não fumarmos passivamente á força
1782|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Com a criaação desta nova Lei muitas pessoas foram pegas de surpresa, pois  ao contrário de antes ser somente dentro dos Shopings agora é  em geral, pudera pois a maioria da população fuma fazendo com que outros fumem passivamente dentro de lugares antes livres agora , nós que não fumamos poderemos todos frequentar barzinhos ou danceterias sem ter que dividir o cigarro com quem fuma ou ficar com o cabelo e roupas com esse cheiro insuportável e beneficamente estaremos fazendo bem a nós mesmos pois teremos o livre arbítrio de não fumarmos passivamente á força
1782|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Com a criaação desta nova Lei muitas pessoas foram pegas de surpresa, pois  ao contrário de antes ser somente dentro dos Shopings agora é  em geral, pudera pois a maioria da população fuma fazendo com que outros fumem passivamente dentro de lugares antes livres agora , nós que não fumamos poderemos todos frequentar barzinhos ou danceterias sem ter que dividir o cigarro com quem fuma ou ficar com o cabelo e roupas com esse cheiro insuportável e beneficamente estaremos fazendo bem a nós mesmos pois teremos o livre arbítrio de não fumarmos passivamente á força
1783|xml:114|Os determinantes concordam com o substantivo a que se referem.|Proibir e também manter uma fiscalização constante, sujeita a penalidades para que se respeite a nova lei
1783|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Mas acredito que a educação ainda é a melhor opção, educar é a palavra chave , trabalhando nesta linha de pensamento vamos ter melhores resultados
1783|xml:114|Os determinantes concordam com o substantivo a que se referem.|Fazendo campanhas educacionais, ensinando as crianças e mostrar aos jovens, que acham bonito ascender um cigarro em uma roda de amigos, mostrar o mau que eles estão causando a si e aos outros, como o pulmão dele ficará após anos de uso contínuo
1784|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|A lei não deve ser considerada  evasiva ou radical, assim seria se o cigarro passasse a ser uma droga ilícita, não podendo ser vendida legalmente
1784|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Os fumantes poderão continuar se matando, entretanto dessa vez sem  por em risco a saúde de quem trabalha,estuda, viaja ou mora com eles
1784|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Não há inconveniente algum em ir até um lugar aberto para saciar o  vicio , assim será mantido o direito dos que fumam de dar continuidade ao seu habito, sem tirar o direito dos que não fumam de não se tornar o chamado fumante passivo 
1784|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Não há inconveniente algum em ir até um lugar aberto para saciar o  vicio , assim será mantido o direito dos que fumam de dar continuidade ao seu habito, sem tirar o direito dos que não fumam de não se tornar o chamado fumante passivo 
1784|probs:paronyms|Possível confusão entre habito e hábito.|Não há inconveniente algum em ir até um lugar aberto para saciar o  vicio , assim será mantido o direito dos que fumam de dar continuidade ao seu habito, sem tirar o direito dos que não fumam de não se tornar o chamado fumante passivo 
1786|xml:118|Verificou-se erro de concordância entre o sujeito e o verbo.| Apesar de sua embalagem possuir advertências do Ministério da Saúde os fumantes não se intimidam, o número de usuários têm aumentado nos últimos cinco anos
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O  vicio é como uma prisão na qual o  individuo sente necessidade de determinada  substancia para sentir-se à vontade, submetendo seus amigos e familiares a conviver com seu problema
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O  vicio é como uma prisão na qual o  individuo sente necessidade de determinada  substancia para sentir-se à vontade, submetendo seus amigos e familiares a conviver com seu problema
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O  vicio é como uma prisão na qual o  individuo sente necessidade de determinada  substancia para sentir-se à vontade, submetendo seus amigos e familiares a conviver com seu problema
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Em casa ou em ambientes públicos,  esta  droga prejudica não só  ao próprio tabagista como a  quem está inalando passivamente a fumaça
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Em casa ou em ambientes públicos,  esta  droga prejudica não só  ao próprio tabagista como a  quem está inalando passivamente a fumaça
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Em casa ou em ambientes públicos,  esta  droga prejudica não só  ao próprio tabagista como a  quem está inalando passivamente a fumaça
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Em casa ou em ambientes públicos,  esta  droga prejudica não só  ao próprio tabagista como a  quem está inalando passivamente a fumaça
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Estudos comprovam que um fumante passivo, ao final de um dia de convívio com um fumante propriamente dito,  têm em seu sangue mais nicotina do que o  ultimo 
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Estudos comprovam que um fumante passivo, ao final de um dia de convívio com um fumante propriamente dito,  têm em seu sangue mais nicotina do que o  ultimo 
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Muitos jovens começam a fumar por  ver seus pais fumando ou por influência de  amigos nas boates é a droga mais utilizada, muitas vezes como sinal de  maturidade, combinado com drogas ilícitas, faz a cabeça dos adolescentes
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Muitos jovens começam a fumar por  ver seus pais fumando ou por influência de  amigos nas boates é a droga mais utilizada, muitas vezes como sinal de  maturidade, combinado com drogas ilícitas, faz a cabeça dos adolescentes
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Muitos jovens começam a fumar por  ver seus pais fumando ou por influência de  amigos nas boates é a droga mais utilizada, muitas vezes como sinal de  maturidade, combinado com drogas ilícitas, faz a cabeça dos adolescentes
1786|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|A iniciativa do governo paulista promete acabar o convívio das pessoas  não-fumantes com a fumaça do cigarro e não com o usuário dele
1788|xml:39|"A palavra ""meio"" usada no sentido de ""um pouco"" (advérbio) é invariável."| A moda atual busca uma sociedade que se utilize dos meios sustentáveis e não se deixe levar pelos vícios
1789|xml:124|O adjetivo na função de predicativo concorda com o sujeito.|Andamos nos centros das grandes cidades onde a quantidade de gases poluentes são altos, gases vindos das Fabrica , automóveis e cigarros que ajudam a agravar a saúde de pessoas com problemas de respiração e as demais formas de vida na terra , que dependem do ar para sobreviver
1789|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Andamos nos centros das grandes cidades onde a quantidade de gases poluentes são altos, gases vindos das Fabrica , automóveis e cigarros que ajudam a agravar a saúde de pessoas com problemas de respiração e as demais formas de vida na terra , que dependem do ar para sobreviver
1789|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Andamos nos centros das grandes cidades onde a quantidade de gases poluentes são altos, gases vindos das Fabrica , automóveis e cigarros que ajudam a agravar a saúde de pessoas com problemas de respiração e as demais formas de vida na terra , que dependem do ar para sobreviver
1789|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Os meios de produção,  industrias, fabricas , e os meios de condução como carros, ônibus, motocicletas são indispensáveis para os dias atuas , pois  tem uma grande força na economia do país
1789|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Os meios de produção,  industrias, fabricas , e os meios de condução como carros, ônibus, motocicletas são indispensáveis para os dias atuas , pois  tem uma grande força na economia do país
1789|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Os meios de produção,  industrias, fabricas , e os meios de condução como carros, ônibus, motocicletas são indispensáveis para os dias atuas , pois  tem uma grande força na economia do país
1789|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Os meios de produção,  industrias, fabricas , e os meios de condução como carros, ônibus, motocicletas são indispensáveis para os dias atuas , pois  tem uma grande força na economia do país
1789|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Já o tabaco,  visto como antigamente símbolo de status social e, para alguns homens como símbolo da virilidade, vem perdendo esses aspectos para as pessoas que estão mais preocupados com a saúde
1789|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Existem estados , como São Paulo,  que o governo proibiu a utilização do tabaco em lugares fechados ou semifechados,  que seja públicos,  podendo fumar somente em casa ou no meio da rua, dessa forma proibindo que restaurantes e bares recebem fumantes em seus estabelecimentos, priorizando assim a saúde e o bem estar dos cidadãos que não praticam esse habito 
1789|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Existem estados , como São Paulo,  que o governo proibiu a utilização do tabaco em lugares fechados ou semifechados,  que seja públicos,  podendo fumar somente em casa ou no meio da rua, dessa forma proibindo que restaurantes e bares recebem fumantes em seus estabelecimentos, priorizando assim a saúde e o bem estar dos cidadãos que não praticam esse habito 
1789|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Existem estados , como São Paulo,  que o governo proibiu a utilização do tabaco em lugares fechados ou semifechados,  que seja públicos,  podendo fumar somente em casa ou no meio da rua, dessa forma proibindo que restaurantes e bares recebem fumantes em seus estabelecimentos, priorizando assim a saúde e o bem estar dos cidadãos que não praticam esse habito 
1789|xml:128|O adjetivo na função de predicativo concorda com o verbo.|Existem estados , como São Paulo,  que o governo proibiu a utilização do tabaco em lugares fechados ou semifechados,  que seja públicos,  podendo fumar somente em casa ou no meio da rua, dessa forma proibindo que restaurantes e bares recebem fumantes em seus estabelecimentos, priorizando assim a saúde e o bem estar dos cidadãos que não praticam esse habito 
1789|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Existem estados , como São Paulo,  que o governo proibiu a utilização do tabaco em lugares fechados ou semifechados,  que seja públicos,  podendo fumar somente em casa ou no meio da rua, dessa forma proibindo que restaurantes e bares recebem fumantes em seus estabelecimentos, priorizando assim a saúde e o bem estar dos cidadãos que não praticam esse habito 
1789|probs:paronyms|Possível confusão entre habito e hábito.|Existem estados , como São Paulo,  que o governo proibiu a utilização do tabaco em lugares fechados ou semifechados,  que seja públicos,  podendo fumar somente em casa ou no meio da rua, dessa forma proibindo que restaurantes e bares recebem fumantes em seus estabelecimentos, priorizando assim a saúde e o bem estar dos cidadãos que não praticam esse habito 
1790|probs:paronyms|Possível confusão entre porem e porém.| Alguns casos dão certo, outros porem nem tanto
1790|xml:114|Os determinantes concordam com o substantivo a que se referem.|Relacionamentos onde a diferença de idade seja notável sempre causam polêmica, comentários e até mesmo rejeição por parte da família
1790|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Muitas mulheres, atrizes, celebridades, estão assumindo romances com homens mais novos e asseguram que vale a pena enfrentar o preconceito da sociedade, e viver conforme suas vontadesSabemos que as pessoas mais jovens têm o seu ritmo de vida, interesses e gostos bem  diferente das mais velhas, o que dificulta o sucesso de um relacionamento
1791|xml:124|O adjetivo na função de predicativo concorda com o sujeito.|Muitos dizem que o amor é cego, o que explica muito quando o assunto é a grande diferença de idade entre casais, não só pelo aspecto físico do indivíduo, mas pela situação em que cada um se encontra ao dividir idéias com o parceiro, ambos podem ser maduros e conscientes, porém possuem interesses distintos,e mesmo não influenciando muito no começo da relação,o fará no futuro,porém,  a quem discorde disso e tome essa relação como algo normal
1791|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Muitos dizem que o amor é cego, o que explica muito quando o assunto é a grande diferença de idade entre casais, não só pelo aspecto físico do indivíduo, mas pela situação em que cada um se encontra ao dividir idéias com o parceiro, ambos podem ser maduros e conscientes, porém possuem interesses distintos,e mesmo não influenciando muito no começo da relação,o fará no futuro,porém,  a quem discorde disso e tome essa relação como algo normal
1791|xml:114|Os determinantes concordam com o substantivo a que se referem.|Todo esse contexto de diferença e de conservadorismo faz com que muitos tomem esse tipo de relação como algo superficial e pouco duradouro cheio de falsidade e muitas vezes baseada em euforia e encanto entre um casal ou até algo movido por algum interesses, o que provavelmente não suportaria uma forte adversidade, diferente de casais com idades semelhantes e interesses bastantes comuns  a idade,em que fica mais fácil a convivência e que ambos podem desfrutar de uma vida mais tranqüila juntos
1791|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Todo esse contexto de diferença e de conservadorismo faz com que muitos tomem esse tipo de relação como algo superficial e pouco duradouro cheio de falsidade e muitas vezes baseada em euforia e encanto entre um casal ou até algo movido por algum interesses, o que provavelmente não suportaria uma forte adversidade, diferente de casais com idades semelhantes e interesses bastantes comuns  a idade,em que fica mais fácil a convivência e que ambos podem desfrutar de uma vida mais tranqüila juntos
1791|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|A verdade é que não cabe a ninguém julgar se o amor existe ou não, o ser humano é livre para amar verdadeiramente e se existe ou não amor isso é um problema do casal, a diferença pode influenciar ou não  mais o amor verdadeiro se existir vai saber vencer todas essas diferenças, porque amar é aceitar as diferenças
1792|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O relacionamento entre pessoas de  diferentes idades não é novidade na sociedade na qual nós vivemos
1792|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| É possível citar uma infinidade de interesses os quais podem estar por  trazde um relacionamento entre pessoas com uma grande diferença de idade, como o interesse econômico, político, sexual
1792|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Para existir o amor, as pessoas precisam compartilhar, por exemplo, idéias , pensamentos, sonhos, medos e fraquezas
1792|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| E pessoas em diferentes fases da vida não possuem estes mesmos interesses, logo, fica difícil de imaginar o amor entre elas, e, portanto, de imaginar uma razão para este relacionamento a não ser  os interesses políticos, econômicos, sexuais
1793|punctuation:BEFORE_SENTENCES|Pontuação no início da frase.|), e não por amor
1794|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Entre pelo menos em sua vida cotidiana , e pense quem seria a pessoa certa para você viver com ela mas ,e ela vivera só a metade da vida dela para você
1794|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Entre pelo menos em sua vida cotidiana , e pense quem seria a pessoa certa para você viver com ela mas ,e ela vivera só a metade da vida dela para você
1794|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| A sim o amor prevalesse ou a projeção acaba, com o passar dos dias ,e vê que poderia ter alguemque o acompanha-se por toda sua vida
1794|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Em dias de tantos trabalhos,as pessoas acabam correndo e se esquecem as vezes de ter um amor e sonham que o amor pode prevalecer por toda a vida , um perfume é como passar pelos boticários que atraem pela sua fragrância, e pelo seu esplendido atraente frasco a projeção da Gestalt esta feita, a pessoa leva e se sente um pouco mais completa, mas com o passar do tempo ela pode enjoar por ser fortede mais ou por ser fraco demasiadamente, mas o contexto fica ainda em sua memoria, sempre pensando que o cheiro acarretara em poder voltar e utilizar esse meio de volta
1794|xml:107|"É inadequado o uso da preposição ""em""."|Em dias de tantos trabalhos,as pessoas acabam correndo e se esquecem as vezes de ter um amor e sonham que o amor pode prevalecer por toda a vida , um perfume é como passar pelos boticários que atraem pela sua fragrância, e pelo seu esplendido atraente frasco a projeção da Gestalt esta feita, a pessoa leva e se sente um pouco mais completa, mas com o passar do tempo ela pode enjoar por ser fortede mais ou por ser fraco demasiadamente, mas o contexto fica ainda em sua memoria, sempre pensando que o cheiro acarretara em poder voltar e utilizar esse meio de volta
1794|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|E a sim tem sua projeção muito por pouco tempo por pensar que depois dos 21 anos a vida passa com um estalar dos dedos, não temos mais o tempo que tinha quando era criança , más com a compreensão se há algo de amor que possa untar a isso deve se ter o esclarecimento que poderá sim haver uma vida longa e duradoura , feliz e com recompensas amigáveis
1794|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|E a sim tem sua projeção muito por pouco tempo por pensar que depois dos 21 anos a vida passa com um estalar dos dedos, não temos mais o tempo que tinha quando era criança , más com a compreensão se há algo de amor que possa untar a isso deve se ter o esclarecimento que poderá sim haver uma vida longa e duradoura , feliz e com recompensas amigáveis
1794|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Para o ser humano viver a vida pelo seu bel prazer ate  esquece os pelo seu amor incondicional ou por ate trocar sua família para ter um amor mais jovial, fugir da rotina estressante e vivenciar o que ainda resta dos seus anos de vida e aproveitar e conhecer novos horizontes, e com o passar da vida se vão as pessoas o que resta só a lembrança do perfume que vivera sempre na vitrine dos boticários da vida
1794|xml:78|"""Ir"" constrói-se com prep. ""a"". Há crase com compl. feminino."|Para o ser humano viver a vida pelo seu bel prazer ate  esquece os pelo seu amor incondicional ou por ate trocar sua família para ter um amor mais jovial, fugir da rotina estressante e vivenciar o que ainda resta dos seus anos de vida e aproveitar e conhecer novos horizontes, e com o passar da vida se vão as pessoas o que resta só a lembrança do perfume que vivera sempre na vitrine dos boticários da vida
1795|xml:17|O adjetivo concorda com o substantivo a que se refere.|É perfeitamente normal um casal de idade diferentes manter uma relação amorosa genuinamente baseada no amor, na paixão na afeição, sem contudo, isso se constitua um problema para amar não existe predeterminação de tempo ou idade, onde precise estabelecer uma faixa etária
1796|xml:21|O adjetivo concorda com o substantivo a que se refere.|Esse é um tema que divide opiniões porque seria uma antiga batalha entre conservadores e modernos, Pessoas mais modernas pensão nesse assunto com muita naturalidade e defendem a tese que o amor não tem idade, por exemplo um adolescente pode sim se apaixonar por um idoso, mas será que isso é correto?Nesse caso existem aspectos que são relevantes como se a pessoa busca um companheiro ou é um modo de irritar a família, ou até mesmo um modo de suprir suas carências afetivas
1796|xml:124|O adjetivo na função de predicativo concorda com o sujeito.|Mas essa briga nunca terá um fim, porque apesar da modernidade estar mais correta, os conservadores só aceitam o que os convêm, Numa sociedade moderna como a nossa é correto afirmar que se as duas pessoas estão apaixonadas e estão dispostas a aceitar as diferenças de gerações, nada poderá as impedir
1797|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Na maioria das vezes quando o homem é mais velho, a sociedade ainda absorve com, mas facilidade,  mas quando se trata de uma mulher mais velha e um homem mais jovem  ela os ataca mais severamente
1797|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Na maioria das vezes quando o homem é mais velho, a sociedade ainda absorve com, mas facilidade,  mas quando se trata de uma mulher mais velha e um homem mais jovem  ela os ataca mais severamente
1797|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Na sociedade sempre houve grandes interesses por trás de grandes uniões, mas sempre visto positivamente  aos interesses dos mesmos e sempre colocando a mulher como um objeto em questão, como mercadorias a serem vendidas 
1797|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.|Mas sempre ficara a duvida sob o olhar das pessoas se é amor ou interesse, em fim o que é interesse para muitos pode ser amor para a maioria ou apenas uma troca de favores, mas sempre predominara o preconceito acima da verdade
1798|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Até que ponto o  amor pode nos proporcionar prazer, sem nos trazer  grandes consequências?Vivemos em uma sociedade carente de:lealdade, fidelidade, compromisso, e principalmente amor
1798|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Até que ponto o  amor pode nos proporcionar prazer, sem nos trazer  grandes consequências?Vivemos em uma sociedade carente de:lealdade, fidelidade, compromisso, e principalmente amor
1798|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Tendo em vista estas questões não podemos de maneira alguma  julgarmos a vida pessoal das pessoas, mesmo porque, quem tem esse poder segundo a Bíblia é Deus
1798|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Quando esse sentimento  é convicto no coração de quem ama é possível vencer as barreiras do preconceito da discriminação e sobretudo das nossas próprias carências emocionais
1799|government:GOVERNMENT|Regência verbal.|Cogita-se com freqüência sobre a autenticidade do amor entre casais com grande diferenças de idade, pois suspeita-se que esta diferença de idade comprometa o funcionamento do amor
1799|xml:21|O adjetivo concorda com o substantivo a que se refere.|Cogita-se com freqüência sobre a autenticidade do amor entre casais com grande diferenças de idade, pois suspeita-se que esta diferença de idade comprometa o funcionamento do amor
1799|government:GOVERNMENT|Regência verbal.|Cogita-se com freqüência sobre a autenticidade do amor entre casais com grande diferenças de idade, pois suspeita-se que esta diferença de idade comprometa o funcionamento do amor
1799|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| No entanto todo relacionamento amoroso contém  nuances, que excetuando  àquelas de caráter patológico, são absolutamente compatíveis com a dinâmica do amor romântico
1799|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| No entanto todo relacionamento amoroso contém  nuances, que excetuando  àquelas de caráter patológico, são absolutamente compatíveis com a dinâmica do amor romântico
1799|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Por exemplo, a paixão entre Julio César, imperador romano, 30 anos mais velho que Cleópatra, apesar dos interesses políticos e econômicos envolvidos, pode ser citada como um amor que deu certo; outro exemplo foi o de Henrique VIII, rei da Inglaterra e  Rita Bolena, um amor mais jovem e extraconjugal do rei, que lhe dera filhos e escandalizou a monarquia puritana
1799|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Entretanto, não podemos esquecer a possibilidade de uniões amorosas motivadas por  nuances patológicas: pedofilia, incapacidade de cônjuges mais velhos se relacionarem com pessoas do mesmo nível de maturidade que eles, e por isso necessitarem de parceiros mais jovens, submissos, economicamente dependentes e emocionalmente inseguros para sobre eles exercerem posse e castrar qualquer sonho de realização pessoal
1799|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Portanto, o amor pode funcionar perfeitamente bem entre cônjuges com diferentes idades , porem precisamos ficar atentos para casos envolvendo grandes diferenças, pois  estas podem ocultar interesses escusos ou  nuances patológicas que farão do amor um investimento que não valha a pena
1799|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Portanto, o amor pode funcionar perfeitamente bem entre cônjuges com diferentes idades , porem precisamos ficar atentos para casos envolvendo grandes diferenças, pois  estas podem ocultar interesses escusos ou  nuances patológicas que farão do amor um investimento que não valha a pena
1799|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Portanto, o amor pode funcionar perfeitamente bem entre cônjuges com diferentes idades , porem precisamos ficar atentos para casos envolvendo grandes diferenças, pois  estas podem ocultar interesses escusos ou  nuances patológicas que farão do amor um investimento que não valha a pena
1800|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O primeiro repúdio aos  relacionamentos com grande diferença de idade da própria família,que supõe saber sempre o que é melhor para cada pessoa
1800|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Existem  desses relacionamentos que são realmente verdadeiros e duradouros
1800|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.| Os mais velhos tem receio de serem trocados por um mais novo e vice-versa
1800|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O tempo vai passando, a sociedade vai mudando e o amor com diferença de idade se torna mais frequente, assim como o estranhamento das pessoas, que sempre  vêem o lado ruim desse tipo de  relacionamento
1800|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|O tempo vai passando, a sociedade vai mudando e o amor com diferença de idade se torna mais frequente, assim como o estranhamento das pessoas, que sempre  vêem o lado ruim desse tipo de  relacionamento
1801|xml:58|"O contrário de ""bem"" é ""mal"", e o de ""bom"" é ""mau""."|Apesar de que em muitas vezes esse tipo de relacionamento são mal visto,principalmente se o homen for muito mais velho
1801|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Históricamente , relacionamentos com diferenças de idades são comuns, seja antigamente como osmonarcas e jovens princesas,ou a cantora Elba Ramalho, entre tantos outros casos
1801|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Os problemas enfrentados por esses casais princinpalment pela alta diferença de nascimentos  , são mais conhecidas ainda
1801|xml:114|Os determinantes concordam com o substantivo a que se referem.|Esses problemas acontecem com qualquer casal,mas quando a diferença de idade é muito acentuada, gera até mesmo conflitos de geração
1801|repetition:DUPLICATED_TOKEN|Repetição de palavras.|Pesquisas mostram que a a cada cinco anos,uma geração fica praticamente inreconhecível em relação a outra
1801|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Se o casal se ama , deve largar todo tipo de pressao
1801|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Problemas existem em todas as relações e se há amor e companheirismo ,além do respeito,existe afelicidade e para ela não devemos medir esforços
1802|xml:21|O adjetivo concorda com o substantivo a que se refere.|Séculos atrás era comum pessoas com grande diferença de idade de casarem
1802|xml:104|Os artigos concordam com o substantivo a que se referem.| No caso de uma moça mais nova e uma senhor,  tem a teoria de ser pela busca de proteção e segurança, lembrando a figura paterna por parte dela, e por parte dele poderia ser uma forma de voltar a juventude perdida
1802|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| No caso de uma moça mais nova e uma senhor,  tem a teoria de ser pela busca de proteção e segurança, lembrando a figura paterna por parte dela, e por parte dele poderia ser uma forma de voltar a juventude perdida
1803|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|A união  passional duradoura necessita de convergência de objetivos - aparentemente  frugais \- a exemplo da realização profissional: não é possível haver descompasso, em função da diferença de idade, que caracterize um dos conjugues em vias de aposentar-se, enquanto o outro investe em uma recém-iniciada formação
1803|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|A união  passional duradoura necessita de convergência de objetivos - aparentemente  frugais \- a exemplo da realização profissional: não é possível haver descompasso, em função da diferença de idade, que caracterize um dos conjugues em vias de aposentar-se, enquanto o outro investe em uma recém-iniciada formação
1803|xml:118|Verificou-se erro de concordância entre o sujeito e o verbo.|Ademais, há que citar, a exemplo de outros conhecidos, o fato de remetem a (bastante reprováveis) interesses que nenhuma relação têm com o amor, como a obtenção de status social, a dependência do arrimo familiar e a supressão decisória de um sobre o outro
1803|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Uma relação conjugal que, por interesses diversos ao amor, é notável em virtude da considerável diferença de idade entre os cônjugues está fadada ao infortúnio, uma vez que são imprescindíveis metas e vivências comuns a ambos, sob pena de haver não somente variação temporal biológica, mas divergências pessoais, culminando com o desrespeito mútuo, a infidelidade e  ao fim infeliz (e até trágico) da relação
